@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute landmarks-1 numeric
@attribute landmarks-2 numeric
@attribute landmarks-3 numeric
@attribute landmarks-4 numeric
@attribute landmarks-5 numeric
@attribute landmarks-6 numeric
@attribute landmarks-7 numeric
@attribute landmarks-8 numeric
@attribute landmarks-9 numeric
@attribute landmarks-10 numeric
@attribute landmarks-11 numeric
@attribute landmarks-12 numeric
@attribute landmarks-13 numeric
@attribute landmarks-14 numeric
@attribute landmarks-15 numeric
@attribute landmarks-16 numeric
@attribute landmarks-17 numeric
@attribute landmarks-18 numeric
@attribute landmarks-19 numeric
@attribute landmarks-20 numeric
@attribute landmarks-21 numeric
@attribute landmarks-22 numeric
@attribute landmarks-23 numeric
@attribute landmarks-24 numeric
@attribute landmarks-25 numeric
@attribute landmarks-26 numeric
@attribute landmarks-27 numeric
@attribute landmarks-28 numeric
@attribute landmarks-29 numeric
@attribute landmarks-30 numeric
@attribute landmarks-31 numeric
@attribute landmarks-32 numeric
@attribute landmarks-33 numeric
@attribute landmarks-34 numeric
@attribute landmarks-35 numeric
@attribute landmarks-36 numeric
@attribute landmarks-37 numeric
@attribute landmarks-38 numeric
@attribute landmarks-39 numeric
@attribute landmarks-40 numeric
@attribute landmarks-41 numeric
@attribute landmarks-42 numeric
@attribute landmarks-43 numeric
@attribute landmarks-44 numeric
@attribute landmarks-45 numeric
@attribute landmarks-46 numeric
@attribute landmarks-47 numeric
@attribute landmarks-48 numeric
@attribute landmarks-49 numeric
@attribute landmarks-50 numeric
@attribute landmarks-51 numeric
@attribute landmarks-52 numeric
@attribute landmarks-53 numeric
@attribute landmarks-54 numeric
@attribute landmarks-55 numeric
@attribute landmarks-56 numeric
@attribute landmarks-57 numeric
@attribute landmarks-58 numeric
@attribute landmarks-59 numeric
@attribute landmarks-60 numeric
@attribute landmarks-61 numeric
@attribute landmarks-62 numeric
@attribute landmarks-63 numeric
@attribute outputs-1 {0,1,2,3}

@data
266,'2023/10/23 11:07:37:457',1,491.602417,493.899292,-0.00112,447.673462,486.803192,21.733105,402.202148,486.770325,32.027912,369.04071,492.601471,38.535847,347.603058,497.665771,44.912548,356.155457,460.556274,20.285337,299.572479,470.835602,24.389822,266.804108,477.028046,27.683998,242.796005,482.139648,29.879099,351.892303,473.477539,9.75201,280.472626,475.609406,11.313596,240.785721,483.345032,14.066861,211.006607,489.861969,16.518276,353.58963,492.606659,0.440063,284.373047,492.38446,0.206142,242.117538,496.191498,1.903114,209.732986,499.728088,3.306323,361.575623,517.016663,-6.991426,305.110474,514.508972,-8.314229,271.08432,514.645935,-8.597883,241.93222,514.869446,-8.958135,1
267,'2023/10/23 11:07:37:479',1,495.508789,493.845337,-0.001183,453.985413,481.728973,19.695871,408.889648,478.393768,29.621977,374.465424,482.067261,35.456608,348.757965,489.526093,40.640129,348.999329,464.1362,25.575851,287.495361,473.757721,31.993814,249.569061,480.666809,35.963268,220.455185,487.619812,38.328262,341.181854,477.813751,15.876138,266.768066,481.299255,20.624918,223.240311,491.48526,23.995596,189.723618,501.594513,26.982212,339.484985,494.920929,6.81226,266.622406,495.849823,9.205158,221.302277,503.709381,11.653631,187.434158,511.683716,13.796595,344.039429,514.761292,-0.862985,283.468445,513.552673,-0.050726,245.320007,516.433533,1.17703,214.409576,520.106445,2.199586,1
268,'2023/10/23 11:07:37:491',1,496.260864,493.5,-0.001103,449.197021,485.117462,19.215441,400.834229,482.828522,28.686775,364.116974,487.692261,34.243504,337.305481,496.585754,39.361603,347.516815,462.434631,23.308413,284.610992,473.426483,28.487082,245.849075,482.39447,31.638815,216.449661,490.912994,33.50156,342.308411,475.483002,13.449485,266.727142,480.605927,16.913771,222.069412,492.319733,19.403873,188.575027,503.405121,21.722216,342.802979,492.607025,4.259615,270.152313,495.21048,5.695932,224.508087,504.832306,7.415614,190.818375,513.899658,8.924632,349.253052,513.03894,-3.516159,290.483673,512.938477,-3.300283,252.917191,517.19873,-2.59598,222.286011,522.098694,-2.134014,1
269,'2023/10/23 11:07:37:503',1,496.260864,493.5,-0.001103,449.197021,485.117462,19.215441,400.834229,482.828522,28.686775,364.116974,487.692261,34.243504,337.305481,496.585754,39.361603,347.516815,462.434631,23.308413,284.610992,473.426483,28.487082,245.849075,482.39447,31.638815,216.449661,490.912994,33.50156,342.308411,475.483002,13.449485,266.727142,480.605927,16.913771,222.069412,492.319733,19.403873,188.575027,503.405121,21.722216,342.802979,492.607025,4.259615,270.152313,495.21048,5.695932,224.508087,504.832306,7.415614,190.818375,513.899658,8.924632,349.253052,513.03894,-3.516159,290.483673,512.938477,-3.300283,252.917191,517.19873,-2.59598,222.286011,522.098694,-2.134014,1
270,'2023/10/23 11:07:37:521',1,496.260864,493.5,-0.001103,449.197021,485.117462,19.215441,400.834229,482.828522,28.686775,364.116974,487.692261,34.243504,337.305481,496.585754,39.361603,347.516815,462.434631,23.308413,284.610992,473.426483,28.487082,245.849075,482.39447,31.638815,216.449661,490.912994,33.50156,342.308411,475.483002,13.449485,266.727142,480.605927,16.913771,222.069412,492.319733,19.403873,188.575027,503.405121,21.722216,342.802979,492.607025,4.259615,270.152313,495.21048,5.695932,224.508087,504.832306,7.415614,190.818375,513.899658,8.924632,349.253052,513.03894,-3.516159,290.483673,512.938477,-3.300283,252.917191,517.19873,-2.59598,222.286011,522.098694,-2.134014,1
271,'2023/10/23 11:07:37:527',1,499.043091,492.322662,-0.001074,452.099487,482.884796,18.504892,404.343689,480.135193,27.776396,368.84494,483.856384,33.20903,342.625824,491.782593,38.265785,349.562134,461.225983,23.221191,287.071686,471.552612,28.428844,248.157883,480.231781,31.597822,218.493683,488.492188,33.520546,344.933167,475.08429,13.753393,269.33905,479.670227,17.326639,224.307648,491.444336,19.865242,190.022095,502.7258,22.283485,346.359009,492.834106,4.859546,273.502106,495.506622,6.351077,227.405228,505.617584,8.086707,192.964951,515.21228,9.692261,353.934174,513.608459,-2.692379,295.222504,514.757263,-2.429438,257.130646,520.301819,-1.710934,225.588989,526.372437,-1.192827,1
272,'2023/10/23 11:07:37:539',1,499.043091,492.322662,-0.001074,452.099487,482.884796,18.504892,404.343689,480.135193,27.776396,368.84494,483.856384,33.20903,342.625824,491.782593,38.265785,349.562134,461.225983,23.221191,287.071686,471.552612,28.428844,248.157883,480.231781,31.597822,218.493683,488.492188,33.520546,344.933167,475.08429,13.753393,269.33905,479.670227,17.326639,224.307648,491.444336,19.865242,190.022095,502.7258,22.283485,346.359009,492.834106,4.859546,273.502106,495.506622,6.351077,227.405228,505.617584,8.086707,192.964951,515.21228,9.692261,353.934174,513.608459,-2.692379,295.222504,514.757263,-2.429438,257.130646,520.301819,-1.710934,225.588989,526.372437,-1.192827,1
273,'2023/10/23 11:07:37:553',1,499.043091,492.322662,-0.001074,452.099487,482.884796,18.504892,404.343689,480.135193,27.776396,368.84494,483.856384,33.20903,342.625824,491.782593,38.265785,349.562134,461.225983,23.221191,287.071686,471.552612,28.428844,248.157883,480.231781,31.597822,218.493683,488.492188,33.520546,344.933167,475.08429,13.753393,269.33905,479.670227,17.326639,224.307648,491.444336,19.865242,190.022095,502.7258,22.283485,346.359009,492.834106,4.859546,273.502106,495.506622,6.351077,227.405228,505.617584,8.086707,192.964951,515.21228,9.692261,353.934174,513.608459,-2.692379,295.222504,514.757263,-2.429438,257.130646,520.301819,-1.710934,225.588989,526.372437,-1.192827,1
274,'2023/10/23 11:07:37:562',1,497.370911,494.643311,-0.000871,443.002441,483.91156,17.735905,391.973083,481.030487,25.911444,353.580109,485.395325,30.623777,327.385101,494.160797,35.115429,347.646301,460.911652,17.645382,281.243469,471.775024,20.610466,240.237854,482.206665,22.601351,209.185242,491.947205,23.880898,347.0242,474.049561,8.145959,267.705383,479.817657,9.239902,220.195419,492.68924,10.487354,184.994171,504.748138,11.956702,352.115601,491.71521,-0.51368,277.603485,495.163727,-0.82488,229.684494,506.200287,-0.185305,193.876358,516.14801,0.53674,363.031281,513.0354,-7.717572,305.011414,513.518799,-8.758984,267.231781,519.268494,-8.993468,235.067886,525.288574,-9.337479,1
275,'2023/10/23 11:07:37:614',1,509.040802,502.806305,-0.001024,457.777557,494.236603,21.21209,409.493408,493.937012,31.052418,374.276703,499.476044,37.152157,350.690186,504.006775,43.324108,360.535004,466.229767,19.731087,299.505432,477.328125,23.387758,263.374146,484.97113,26.20299,236.893356,492.127808,27.97003,357.188446,478.008179,9.047755,281.616455,482.40979,10.189161,239.698563,492.838623,12.399133,208.614502,502.441833,14.403777,360.323303,496.524078,-0.469408,288.501465,499.474243,-0.918007,244.24472,506.41153,0.535006,210.342606,512.816956,1.700659,369.897186,520.234558,-8.171885,311.262207,520.780396,-9.28071,275.841522,523.46167,-9.231903,245.763962,525.999023,-9.462286,1
276,'2023/10/23 11:07:37:668',1,503.809692,505.223328,-0.001058,455.041748,493.208588,21.849735,409.525269,491.199707,31.871571,375.309845,496.312012,37.98534,352.357941,502.161896,44.189705,362.802521,469.03595,20.648596,301.861786,478.237915,24.426699,264.633972,484.641571,27.080978,237.424576,490.755371,28.815535,357.906097,481.949127,9.886248,282.847076,484.048981,11.428779,239.655563,493.095642,13.498576,207.85498,501.369293,15.267082,358.973175,500.565643,0.342035,287.565552,500.928375,0.68994,243.328049,506.838806,2.181506,210.172089,512.047974,3.101857,366.290771,522.990356,-7.366317,308.332123,521.569946,-7.452999,273.597717,523.237183,-6.900064,244.379013,524.576538,-6.999701,1
277,'2023/10/23 11:07:37:719',1,503.569672,502.34668,-0.00115,457.474121,492.276672,21.195267,411.724396,491.289246,31.111616,377.751923,496.492706,37.264988,355.127441,501.176056,43.406281,362.00296,466.334869,20.535089,303.407501,477.060028,24.89587,268.45163,484.174286,28.146912,242.456909,490.484406,30.14287,356.817047,478.629547,10.095488,284.361969,481.902344,12.097465,244.210068,491.429352,15.007774,214.424774,499.836731,17.483259,357.796173,496.815674,0.768148,288.697357,497.751617,1.081636,246.513168,503.545227,3.112781,214.51442,508.743225,4.61247,365.066101,519.318848,-6.787452,308.449829,517.7948,-7.280635,274.525452,519.233276,-6.782202,246.128082,520.511597,-6.702324,1
278,'2023/10/23 11:07:37:738',1,508.787323,496.683838,-0.001157,461.085114,492.36795,20.094301,411.06781,492.83194,30.187347,371.467926,498.332855,36.111862,342.545959,506.520966,41.449459,354.972076,473.056732,26.032852,291.767853,482.445221,32.693714,254.144577,489.990356,36.661449,225.366531,496.82663,38.806927,347.828003,483.223816,15.870933,271.938995,487.757538,20.931137,229.104065,498.588654,24.292465,196.513077,508.622864,26.976206,345.659515,497.222382,6.294769,272.276123,498.695221,9.002375,227.998978,507.702545,11.887979,195.043243,516.258057,14.073947,348.803253,514.255371,-1.92546,288.640259,513.497498,-0.947428,251.861343,517.285034,0.612774,221.909744,521.65033,1.719237,1
279,'2023/10/23 11:07:37:752',1,508.787323,496.683838,-0.001157,461.085114,492.36795,20.094301,411.06781,492.83194,30.187347,371.467926,498.332855,36.111862,342.545959,506.520966,41.449459,354.972076,473.056732,26.032852,291.767853,482.445221,32.693714,254.144577,489.990356,36.661449,225.366531,496.82663,38.806927,347.828003,483.223816,15.870933,271.938995,487.757538,20.931137,229.104065,498.588654,24.292465,196.513077,508.622864,26.976206,345.659515,497.222382,6.294769,272.276123,498.695221,9.002375,227.998978,507.702545,11.887979,195.043243,516.258057,14.073947,348.803253,514.255371,-1.92546,288.640259,513.497498,-0.947428,251.861343,517.285034,0.612774,221.909744,521.65033,1.719237,1
280,'2023/10/23 11:07:37:763',1,508.013855,496.934631,-0.001097,460.803345,492.796692,19.759544,410.506622,493.310913,29.671442,370.154877,498.203064,35.40641,340.714966,505.665863,40.496849,354.790436,475.022217,25.877333,291.869232,483.27475,32.383255,254.08371,490.690552,35.974861,224.996689,497.45813,37.764107,347.416077,484.166046,15.773355,271.991974,488.627167,20.860109,229.046585,499.411621,23.88616,196.189758,509.518616,26.158131,345.020813,496.867218,6.221348,272.139191,498.41864,8.998429,227.948395,507.506561,11.683684,194.915634,516.174744,13.592771,347.972168,512.261719,-2.022537,288.424164,511.621185,-1.005598,251.90976,515.578979,0.492156,221.943253,520.028442,1.45234,1
281,'2023/10/23 11:07:37:774',1,508.013855,496.934631,-0.001097,460.803345,492.796692,19.759544,410.506622,493.310913,29.671442,370.154877,498.203064,35.40641,340.714966,505.665863,40.496849,354.790436,475.022217,25.877333,291.869232,483.27475,32.383255,254.08371,490.690552,35.974861,224.996689,497.45813,37.764107,347.416077,484.166046,15.773355,271.991974,488.627167,20.860109,229.046585,499.411621,23.88616,196.189758,509.518616,26.158131,345.020813,496.867218,6.221348,272.139191,498.41864,8.998429,227.948395,507.506561,11.683684,194.915634,516.174744,13.592771,347.972168,512.261719,-2.022537,288.424164,511.621185,-1.005598,251.90976,515.578979,0.492156,221.943253,520.028442,1.45234,1
282,'2023/10/23 11:07:37:786',1,507.870544,499.9133,-0.001028,461.263916,494.483002,19.695009,411.056274,494.161591,29.672935,370.685944,498.598511,35.47979,340.671692,505.477997,40.609283,354.480713,477.254639,26.339643,292.288513,484.138214,33.188477,254.863846,490.601471,37.076408,226.110077,496.679474,39.061741,346.671234,486.375977,16.348045,271.999542,489.150665,21.789528,229.640427,498.899017,25.152578,197.431427,508.084869,27.719788,343.751007,498.692017,6.864656,271.114777,498.803436,9.834558,227.18869,506.717468,12.698155,194.623566,514.556091,14.804479,346.055878,513.451233,-1.326415,286.104218,511.757141,-0.265085,249.373169,514.846863,1.291499,219.619431,518.584167,2.376791,1
283,'2023/10/23 11:07:37:799',1,507.870544,499.9133,-0.001028,461.263916,494.483002,19.695009,411.056274,494.161591,29.672935,370.685944,498.598511,35.47979,340.671692,505.477997,40.609283,354.480713,477.254639,26.339643,292.288513,484.138214,33.188477,254.863846,490.601471,37.076408,226.110077,496.679474,39.061741,346.671234,486.375977,16.348045,271.999542,489.150665,21.789528,229.640427,498.899017,25.152578,197.431427,508.084869,27.719788,343.751007,498.692017,6.864656,271.114777,498.803436,9.834558,227.18869,506.717468,12.698155,194.623566,514.556091,14.804479,346.055878,513.451233,-1.326415,286.104218,511.757141,-0.265085,249.373169,514.846863,1.291499,219.619431,518.584167,2.376791,1
284,'2023/10/23 11:07:37:809',1,507.870544,499.9133,-0.001028,461.263916,494.483002,19.695009,411.056274,494.161591,29.672935,370.685944,498.598511,35.47979,340.671692,505.477997,40.609283,354.480713,477.254639,26.339643,292.288513,484.138214,33.188477,254.863846,490.601471,37.076408,226.110077,496.679474,39.061741,346.671234,486.375977,16.348045,271.999542,489.150665,21.789528,229.640427,498.899017,25.152578,197.431427,508.084869,27.719788,343.751007,498.692017,6.864656,271.114777,498.803436,9.834558,227.18869,506.717468,12.698155,194.623566,514.556091,14.804479,346.055878,513.451233,-1.326415,286.104218,511.757141,-0.265085,249.373169,514.846863,1.291499,219.619431,518.584167,2.376791,1
285,'2023/10/23 11:07:37:821',1,508.834656,498.777435,-0.001065,462.287872,494.210083,19.734156,412.565308,493.861633,29.636658,372.595215,498.288147,35.410763,342.740631,505.34494,40.547791,356.039246,475.997803,25.681322,293.084717,482.930786,32.180073,254.992371,489.338501,35.921368,225.89415,495.445343,37.86348,348.635864,485.364441,15.633042,273.011932,488.190125,20.635519,229.752533,497.793518,23.804594,196.817108,506.960205,26.269312,346.139496,498.135193,6.154254,272.836029,498.503448,8.755278,228.092941,506.447449,11.4388,194.834076,514.341858,13.444255,348.845367,513.591431,-1.9898,288.539673,512.267578,-1.176337,251.291718,515.355225,0.2481,220.95575,519.064026,1.227677,1
286,'2023/10/23 11:07:37:835',1,508.834656,498.777435,-0.001065,462.287872,494.210083,19.734156,412.565308,493.861633,29.636658,372.595215,498.288147,35.410763,342.740631,505.34494,40.547791,356.039246,475.997803,25.681322,293.084717,482.930786,32.180073,254.992371,489.338501,35.921368,225.89415,495.445343,37.86348,348.635864,485.364441,15.633042,273.011932,488.190125,20.635519,229.752533,497.793518,23.804594,196.817108,506.960205,26.269312,346.139496,498.135193,6.154254,272.836029,498.503448,8.755278,228.092941,506.447449,11.4388,194.834076,514.341858,13.444255,348.845367,513.591431,-1.9898,288.539673,512.267578,-1.176337,251.291718,515.355225,0.2481,220.95575,519.064026,1.227677,1
287,'2023/10/23 11:07:37:845',1,508.834656,498.777435,-0.001065,462.287872,494.210083,19.734156,412.565308,493.861633,29.636658,372.595215,498.288147,35.410763,342.740631,505.34494,40.547791,356.039246,475.997803,25.681322,293.084717,482.930786,32.180073,254.992371,489.338501,35.921368,225.89415,495.445343,37.86348,348.635864,485.364441,15.633042,273.011932,488.190125,20.635519,229.752533,497.793518,23.804594,196.817108,506.960205,26.269312,346.139496,498.135193,6.154254,272.836029,498.503448,8.755278,228.092941,506.447449,11.4388,194.834076,514.341858,13.444255,348.845367,513.591431,-1.9898,288.539673,512.267578,-1.176337,251.291718,515.355225,0.2481,220.95575,519.064026,1.227677,1
288,'2023/10/23 11:07:37:858',1,508.834656,498.777435,-0.001065,462.287872,494.210083,19.734156,412.565308,493.861633,29.636658,372.595215,498.288147,35.410763,342.740631,505.34494,40.547791,356.039246,475.997803,25.681322,293.084717,482.930786,32.180073,254.992371,489.338501,35.921368,225.89415,495.445343,37.86348,348.635864,485.364441,15.633042,273.011932,488.190125,20.635519,229.752533,497.793518,23.804594,196.817108,506.960205,26.269312,346.139496,498.135193,6.154254,272.836029,498.503448,8.755278,228.092941,506.447449,11.4388,194.834076,514.341858,13.444255,348.845367,513.591431,-1.9898,288.539673,512.267578,-1.176337,251.291718,515.355225,0.2481,220.95575,519.064026,1.227677,1
289,'2023/10/23 11:07:37:868',1,509.137115,497.062897,-0.001098,463.409821,492.504578,19.878748,413.68158,492.533142,29.974522,373.604187,497.248169,35.907356,343.617554,504.475739,41.179016,356.680664,475.489716,26.441648,294.034515,482.683685,33.333862,256.306885,489.04129,37.313366,227.187088,494.930573,39.387276,348.852783,485.218933,16.453089,273.523956,488.160095,21.880186,230.735138,497.785278,25.311357,197.92334,506.699982,27.932934,345.888031,498.199188,7.005363,272.623871,498.485992,9.965959,228.34903,506.379639,12.923601,195.380692,514.102234,15.103728,348.233582,513.709595,-1.125421,287.664215,512.418518,-0.025023,250.684845,515.475281,1.619179,220.642487,519.030212,2.768301,1
290,'2023/10/23 11:07:37:886',1,509.137115,497.062897,-0.001098,463.409821,492.504578,19.878748,413.68158,492.533142,29.974522,373.604187,497.248169,35.907356,343.617554,504.475739,41.179016,356.680664,475.489716,26.441648,294.034515,482.683685,33.333862,256.306885,489.04129,37.313366,227.187088,494.930573,39.387276,348.852783,485.218933,16.453089,273.523956,488.160095,21.880186,230.735138,497.785278,25.311357,197.92334,506.699982,27.932934,345.888031,498.199188,7.005363,272.623871,498.485992,9.965959,228.34903,506.379639,12.923601,195.380692,514.102234,15.103728,348.233582,513.709595,-1.125421,287.664215,512.418518,-0.025023,250.684845,515.475281,1.619179,220.642487,519.030212,2.768301,1
291,'2023/10/23 11:07:37:892',1,509.208344,497.090576,-0.001118,460.802307,492.244476,18.575068,410.453796,492.068298,27.830818,369.861511,496.88504,33.19585,339.969727,504.966949,37.962879,356.533356,473.351624,23.496632,292.437317,481.448303,29.246693,253.921097,489.086121,32.58004,224.493423,496.322266,34.322796,350.475159,483.105896,13.857555,274.078064,487.351196,18.141193,230.414017,498.201599,20.872723,197.076736,508.60321,23.073105,349.545959,496.455078,4.788068,276.023621,498.129883,6.896025,231.009506,507.496277,9.181305,197.3349,516.497559,10.911825,353.863342,512.663208,-2.997212,294.063202,512.411011,-2.4903,256.816315,516.577026,-1.324743,226.168808,521.331848,-0.532951,1
292,'2023/10/23 11:07:37:906',1,509.208344,497.090576,-0.001118,460.802307,492.244476,18.575068,410.453796,492.068298,27.830818,369.861511,496.88504,33.19585,339.969727,504.966949,37.962879,356.533356,473.351624,23.496632,292.437317,481.448303,29.246693,253.921097,489.086121,32.58004,224.493423,496.322266,34.322796,350.475159,483.105896,13.857555,274.078064,487.351196,18.141193,230.414017,498.201599,20.872723,197.076736,508.60321,23.073105,349.545959,496.455078,4.788068,276.023621,498.129883,6.896025,231.009506,507.496277,9.181305,197.3349,516.497559,10.911825,353.863342,512.663208,-2.997212,294.063202,512.411011,-2.4903,256.816315,516.577026,-1.324743,226.168808,521.331848,-0.532951,1
293,'2023/10/23 11:07:37:915',1,509.208344,497.090576,-0.001118,460.802307,492.244476,18.575068,410.453796,492.068298,27.830818,369.861511,496.88504,33.19585,339.969727,504.966949,37.962879,356.533356,473.351624,23.496632,292.437317,481.448303,29.246693,253.921097,489.086121,32.58004,224.493423,496.322266,34.322796,350.475159,483.105896,13.857555,274.078064,487.351196,18.141193,230.414017,498.201599,20.872723,197.076736,508.60321,23.073105,349.545959,496.455078,4.788068,276.023621,498.129883,6.896025,231.009506,507.496277,9.181305,197.3349,516.497559,10.911825,353.863342,512.663208,-2.997212,294.063202,512.411011,-2.4903,256.816315,516.577026,-1.324743,226.168808,521.331848,-0.532951,1
294,'2023/10/23 11:07:37:927',1,506.590057,497.566589,-0.001103,455.459503,491.193878,18.262693,404.396271,490.777649,27.064497,363.858124,495.61676,32.052643,334.902527,504.390076,36.464142,353.954956,473.625397,21.562342,288.701569,482.289551,26.498962,249.551712,490.783722,29.323324,219.86142,498.903961,30.752966,349.16803,483.491119,11.917337,271.767181,488.626526,15.372602,227.109131,500.266663,17.536524,193.356964,511.566833,19.28603,349.566589,496.77417,2.949395,275.745789,499.18335,4.532925,230.043076,509.461182,6.349429,196.039108,519.162598,7.66691,355.231567,512.716431,-4.702217,296.142792,512.58728,-4.437174,259.005035,517.635193,-3.527819,228.345932,523.235901,-3.020428,1
295,'2023/10/23 11:07:37:938',1,506.590057,497.566589,-0.001103,455.459503,491.193878,18.262693,404.396271,490.777649,27.064497,363.858124,495.61676,32.052643,334.902527,504.390076,36.464142,353.954956,473.625397,21.562342,288.701569,482.289551,26.498962,249.551712,490.783722,29.323324,219.86142,498.903961,30.752966,349.16803,483.491119,11.917337,271.767181,488.626526,15.372602,227.109131,500.266663,17.536524,193.356964,511.566833,19.28603,349.566589,496.77417,2.949395,275.745789,499.18335,4.532925,230.043076,509.461182,6.349429,196.039108,519.162598,7.66691,355.231567,512.716431,-4.702217,296.142792,512.58728,-4.437174,259.005035,517.635193,-3.527819,228.345932,523.235901,-3.020428,1
296,'2023/10/23 11:07:37:950',1,506.590057,497.566589,-0.001103,455.459503,491.193878,18.262693,404.396271,490.777649,27.064497,363.858124,495.61676,32.052643,334.902527,504.390076,36.464142,353.954956,473.625397,21.562342,288.701569,482.289551,26.498962,249.551712,490.783722,29.323324,219.86142,498.903961,30.752966,349.16803,483.491119,11.917337,271.767181,488.626526,15.372602,227.109131,500.266663,17.536524,193.356964,511.566833,19.28603,349.566589,496.77417,2.949395,275.745789,499.18335,4.532925,230.043076,509.461182,6.349429,196.039108,519.162598,7.66691,355.231567,512.716431,-4.702217,296.142792,512.58728,-4.437174,259.005035,517.635193,-3.527819,228.345932,523.235901,-3.020428,1
297,'2023/10/23 11:07:37:962',1,509.627228,496.910065,-0.001103,458.116852,491.175415,18.125195,406.807739,490.91275,26.895939,366.61377,495.804199,31.906464,337.226837,504.825867,36.443138,355.152252,471.054596,21.567331,290.616577,480.640259,26.423666,251.632187,489.630066,29.189884,221.848694,497.924347,30.581434,350.702057,481.470032,11.954038,273.771912,487.41037,15.23068,229.236023,499.95462,17.347069,195.433899,511.862091,19.089626,351.517761,495.686523,2.975511,277.992462,498.953217,4.332935,232.591385,510.160217,6.094598,198.617889,520.599915,7.41539,357.628235,512.928528,-4.692634,298.534363,513.581238,-4.63593,261.180786,519.144287,-3.840206,230.36319,525.264771,-3.41765,1
298,'2023/10/23 11:07:37:974',1,509.627228,496.910065,-0.001103,458.116852,491.175415,18.125195,406.807739,490.91275,26.895939,366.61377,495.804199,31.906464,337.226837,504.825867,36.443138,355.152252,471.054596,21.567331,290.616577,480.640259,26.423666,251.632187,489.630066,29.189884,221.848694,497.924347,30.581434,350.702057,481.470032,11.954038,273.771912,487.41037,15.23068,229.236023,499.95462,17.347069,195.433899,511.862091,19.089626,351.517761,495.686523,2.975511,277.992462,498.953217,4.332935,232.591385,510.160217,6.094598,198.617889,520.599915,7.41539,357.628235,512.928528,-4.692634,298.534363,513.581238,-4.63593,261.180786,519.144287,-3.840206,230.36319,525.264771,-3.41765,1
299,'2023/10/23 11:07:37:985',1,509.627228,496.910065,-0.001103,458.116852,491.175415,18.125195,406.807739,490.91275,26.895939,366.61377,495.804199,31.906464,337.226837,504.825867,36.443138,355.152252,471.054596,21.567331,290.616577,480.640259,26.423666,251.632187,489.630066,29.189884,221.848694,497.924347,30.581434,350.702057,481.470032,11.954038,273.771912,487.41037,15.23068,229.236023,499.95462,17.347069,195.433899,511.862091,19.089626,351.517761,495.686523,2.975511,277.992462,498.953217,4.332935,232.591385,510.160217,6.094598,198.617889,520.599915,7.41539,357.628235,512.928528,-4.692634,298.534363,513.581238,-4.63593,261.180786,519.144287,-3.840206,230.36319,525.264771,-3.41765,1
300,'2023/10/23 11:07:37:997',1,507.18045,498.486847,-0.00098,456.66391,492.111938,17.638626,405.312256,491.81662,26.221611,364.812988,496.583221,31.088442,335.471283,505.473358,35.438122,353.475708,474.513062,21.088764,289.293701,483.008636,25.901258,250.27037,491.547546,28.508965,220.39209,499.830811,29.683084,348.537292,483.630798,11.634575,271.967163,489.698425,15.052975,227.738434,501.729523,17.052443,194.123856,513.455444,18.563997,349.121765,496.070526,2.797973,276.111481,499.972504,4.277105,230.954788,510.869019,5.967657,197.14299,521.195679,7.11862,355.130188,511.076294,-4.791286,296.846405,512.544006,-4.683265,259.833923,518.096558,-3.912246,229.23317,524.149597,-3.572492,1
301,'2023/10/23 11:07:38:009',1,507.18045,498.486847,-0.00098,456.66391,492.111938,17.638626,405.312256,491.81662,26.221611,364.812988,496.583221,31.088442,335.471283,505.473358,35.438122,353.475708,474.513062,21.088764,289.293701,483.008636,25.901258,250.27037,491.547546,28.508965,220.39209,499.830811,29.683084,348.537292,483.630798,11.634575,271.967163,489.698425,15.052975,227.738434,501.729523,17.052443,194.123856,513.455444,18.563997,349.121765,496.070526,2.797973,276.111481,499.972504,4.277105,230.954788,510.869019,5.967657,197.14299,521.195679,7.11862,355.130188,511.076294,-4.791286,296.846405,512.544006,-4.683265,259.833923,518.096558,-3.912246,229.23317,524.149597,-3.572492,1
302,'2023/10/23 11:07:38:021',1,507.18045,498.486847,-0.00098,456.66391,492.111938,17.638626,405.312256,491.81662,26.221611,364.812988,496.583221,31.088442,335.471283,505.473358,35.438122,353.475708,474.513062,21.088764,289.293701,483.008636,25.901258,250.27037,491.547546,28.508965,220.39209,499.830811,29.683084,348.537292,483.630798,11.634575,271.967163,489.698425,15.052975,227.738434,501.729523,17.052443,194.123856,513.455444,18.563997,349.121765,496.070526,2.797973,276.111481,499.972504,4.277105,230.954788,510.869019,5.967657,197.14299,521.195679,7.11862,355.130188,511.076294,-4.791286,296.846405,512.544006,-4.683265,259.833923,518.096558,-3.912246,229.23317,524.149597,-3.572492,1
