@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute landmarks-1 numeric
@attribute landmarks-2 numeric
@attribute landmarks-3 numeric
@attribute landmarks-4 numeric
@attribute landmarks-5 numeric
@attribute landmarks-6 numeric
@attribute landmarks-7 numeric
@attribute landmarks-8 numeric
@attribute landmarks-9 numeric
@attribute landmarks-10 numeric
@attribute landmarks-11 numeric
@attribute landmarks-12 numeric
@attribute landmarks-13 numeric
@attribute landmarks-14 numeric
@attribute landmarks-15 numeric
@attribute landmarks-16 numeric
@attribute landmarks-17 numeric
@attribute landmarks-18 numeric
@attribute landmarks-19 numeric
@attribute landmarks-20 numeric
@attribute landmarks-21 numeric
@attribute landmarks-22 numeric
@attribute landmarks-23 numeric
@attribute landmarks-24 numeric
@attribute landmarks-25 numeric
@attribute landmarks-26 numeric
@attribute landmarks-27 numeric
@attribute landmarks-28 numeric
@attribute landmarks-29 numeric
@attribute landmarks-30 numeric
@attribute landmarks-31 numeric
@attribute landmarks-32 numeric
@attribute landmarks-33 numeric
@attribute landmarks-34 numeric
@attribute landmarks-35 numeric
@attribute landmarks-36 numeric
@attribute landmarks-37 numeric
@attribute landmarks-38 numeric
@attribute landmarks-39 numeric
@attribute landmarks-40 numeric
@attribute landmarks-41 numeric
@attribute landmarks-42 numeric
@attribute landmarks-43 numeric
@attribute landmarks-44 numeric
@attribute landmarks-45 numeric
@attribute landmarks-46 numeric
@attribute landmarks-47 numeric
@attribute landmarks-48 numeric
@attribute landmarks-49 numeric
@attribute landmarks-50 numeric
@attribute landmarks-51 numeric
@attribute landmarks-52 numeric
@attribute landmarks-53 numeric
@attribute landmarks-54 numeric
@attribute landmarks-55 numeric
@attribute landmarks-56 numeric
@attribute landmarks-57 numeric
@attribute landmarks-58 numeric
@attribute landmarks-59 numeric
@attribute landmarks-60 numeric
@attribute landmarks-61 numeric
@attribute landmarks-62 numeric
@attribute landmarks-63 numeric
@attribute outputs-1 {0,1,2,3}

@data
552,'2023/10/23 11:07:47:127',2,596.661194,366.284546,0.000626,517.403076,402.172668,11.045055,456.975433,410.813293,15.532928,407.240936,414.594543,15.607883,386.246826,404.227051,11.702433,390.88623,345.360962,11.772848,350.060516,391.009949,14.70836,376.797699,404.905029,13.068728,393.326447,397.736664,10.038595,393.681244,318.864685,4.0335,362.18866,378.479218,4.294024,406.2276,396.004333,-2.86556,436.672089,391.957306,-9.723229,401.781311,302.096832,-2.540185,372.589142,360.204468,0.283033,417.2258,377.312897,-4.429229,450.422455,373.7229,-10.03504,409.751709,292.288605,-8.252072,349.584503,283.761444,-11.719304,299.646088,294.942841,-14.971279,253.025604,308.62323,-17.934772,2
553,'2023/10/23 11:07:47:140',2,596.648071,373.323547,0.001452,514.166504,409.257172,13.622986,454.518127,417.171387,18.503311,404.96698,420.92746,18.677938,384.401276,407.467896,15.221445,385.685547,348.990204,10.626621,345.011566,401.574493,13.037532,373.923676,416.940033,12.739964,390.446381,403.365387,11.140631,389.496338,320.832886,1.313765,362.154083,387.768768,1.124205,409.620026,403.717407,-4.297381,439.284912,391.922516,-10.020143,399.595795,302.451599,-6.804646,373.209839,371.852295,-3.820673,422.09256,390.463715,-6.700248,457.129242,382.202118,-11.480553,407.973663,290.694672,-13.974136,347.786377,276.937073,-19.115156,297.208679,285.02887,-23.648621,250.207657,295.644073,-27.99568,2
554,'2023/10/23 11:07:47:152',2,596.648071,373.323547,0.001452,514.166504,409.257172,13.622986,454.518127,417.171387,18.503311,404.96698,420.92746,18.677938,384.401276,407.467896,15.221445,385.685547,348.990204,10.626621,345.011566,401.574493,13.037532,373.923676,416.940033,12.739964,390.446381,403.365387,11.140631,389.496338,320.832886,1.313765,362.154083,387.768768,1.124205,409.620026,403.717407,-4.297381,439.284912,391.922516,-10.020143,399.595795,302.451599,-6.804646,373.209839,371.852295,-3.820673,422.09256,390.463715,-6.700248,457.129242,382.202118,-11.480553,407.973663,290.694672,-13.974136,347.786377,276.937073,-19.115156,297.208679,285.02887,-23.648621,250.207657,295.644073,-27.99568,2
555,'2023/10/23 11:07:47:164',2,596.648071,373.323547,0.001452,514.166504,409.257172,13.622986,454.518127,417.171387,18.503311,404.96698,420.92746,18.677938,384.401276,407.467896,15.221445,385.685547,348.990204,10.626621,345.011566,401.574493,13.037532,373.923676,416.940033,12.739964,390.446381,403.365387,11.140631,389.496338,320.832886,1.313765,362.154083,387.768768,1.124205,409.620026,403.717407,-4.297381,439.284912,391.922516,-10.020143,399.595795,302.451599,-6.804646,373.209839,371.852295,-3.820673,422.09256,390.463715,-6.700248,457.129242,382.202118,-11.480553,407.973663,290.694672,-13.974136,347.786377,276.937073,-19.115156,297.208679,285.02887,-23.648621,250.207657,295.644073,-27.99568,2
556,'2023/10/23 11:07:47:178',2,596.802673,373.312592,0.001736,511.378937,409.228821,16.058107,451.881195,415.977661,21.32704,403.394623,420.049622,21.158579,385.896545,406.907562,17.12764,382.540466,349.138855,13.586277,340.647675,401.991882,15.098502,370.65329,418.968384,14.484933,387.10141,403.988464,13.34844,389.283325,322.26004,2.283095,360.761536,388.059753,1.509407,409.506256,403.451019,-3.424396,437.17334,387.033386,-8.505532,403.004608,303.330139,-7.91229,375.213074,370.927582,-5.159817,424.566345,389.324188,-7.361949,458.570831,377.381104,-11.821463,414.86319,290.302246,-17.077587,352.486847,270.674866,-22.762501,301.330261,279.626251,-27.423061,253.38353,289.812073,-32.046669,2
557,'2023/10/23 11:07:47:207',2,596.802673,373.312592,0.001736,511.378937,409.228821,16.058107,451.881195,415.977661,21.32704,403.394623,420.049622,21.158579,385.896545,406.907562,17.12764,382.540466,349.138855,13.586277,340.647675,401.991882,15.098502,370.65329,418.968384,14.484933,387.10141,403.988464,13.34844,389.283325,322.26004,2.283095,360.761536,388.059753,1.509407,409.506256,403.451019,-3.424396,437.17334,387.033386,-8.505532,403.004608,303.330139,-7.91229,375.213074,370.927582,-5.159817,424.566345,389.324188,-7.361949,458.570831,377.381104,-11.821463,414.86319,290.302246,-17.077587,352.486847,270.674866,-22.762501,301.330261,279.626251,-27.423061,253.38353,289.812073,-32.046669,2
558,'2023/10/23 11:07:47:207',2,596.352295,366.444611,0.001196,510.450531,402.929993,16.258324,450.231628,412.11673,21.864264,404.740417,418.339844,21.745241,387.73642,408.556244,18.034967,384.102203,342.895294,15.229963,339.551788,387.205444,18.213356,355.184937,401.988373,19.597984,362.40036,388.983612,19.409496,390.96579,319.044861,3.596534,361.554199,382.956451,3.371269,405.456573,403.541595,-1.143878,432.146637,394.770874,-6.309058,404.018768,302.424042,-7.030005,372.746643,372.386383,-4.619555,419.870605,394.636078,-6.644174,453.585907,388.535797,-10.705786,416.117493,291.834747,-16.664742,352.742249,273.190277,-21.509186,304.086578,277.927155,-26.481129,258.616516,286.336792,-31.346895,2
559,'2023/10/23 11:07:47:230',2,596.352295,366.444611,0.001196,510.450531,402.929993,16.258324,450.231628,412.11673,21.864264,404.740417,418.339844,21.745241,387.73642,408.556244,18.034967,384.102203,342.895294,15.229963,339.551788,387.205444,18.213356,355.184937,401.988373,19.597984,362.40036,388.983612,19.409496,390.96579,319.044861,3.596534,361.554199,382.956451,3.371269,405.456573,403.541595,-1.143878,432.146637,394.770874,-6.309058,404.018768,302.424042,-7.030005,372.746643,372.386383,-4.619555,419.870605,394.636078,-6.644174,453.585907,388.535797,-10.705786,416.117493,291.834747,-16.664742,352.742249,273.190277,-21.509186,304.086578,277.927155,-26.481129,258.616516,286.336792,-31.346895,2
560,'2023/10/23 11:07:47:231',2,596.352295,366.444611,0.001196,510.450531,402.929993,16.258324,450.231628,412.11673,21.864264,404.740417,418.339844,21.745241,387.73642,408.556244,18.034967,384.102203,342.895294,15.229963,339.551788,387.205444,18.213356,355.184937,401.988373,19.597984,362.40036,388.983612,19.409496,390.96579,319.044861,3.596534,361.554199,382.956451,3.371269,405.456573,403.541595,-1.143878,432.146637,394.770874,-6.309058,404.018768,302.424042,-7.030005,372.746643,372.386383,-4.619555,419.870605,394.636078,-6.644174,453.585907,388.535797,-10.705786,416.117493,291.834747,-16.664742,352.742249,273.190277,-21.509186,304.086578,277.927155,-26.481129,258.616516,286.336792,-31.346895,2
561,'2023/10/23 11:07:47:255',2,594.278259,365.259369,0.00076,510.300781,405.194672,13.63348,451.162506,417.362885,17.839376,407.496246,426.8974,16.961342,393.823883,419.325134,12.934472,385.425781,337.448578,12.739441,338.091492,381.08255,15.324693,346.173218,392.18808,16.740818,349.449402,376.176086,16.455256,390.408691,313.609161,2.547342,361.475403,380.978516,2.532178,401.851929,409.947449,-1.590268,428.452454,407.085632,-6.753524,402.042358,298.668915,-6.817521,370.317261,372.052582,-4.237347,412.342499,400.243591,-5.960579,443.968781,397.957672,-9.947905,413.379974,291.055756,-15.462641,350.551941,275.522247,-19.085478,301.040009,280.32486,-23.202957,255.997803,287.316101,-27.714861,2
562,'2023/10/23 11:07:47:255',2,594.278259,365.259369,0.00076,510.300781,405.194672,13.63348,451.162506,417.362885,17.839376,407.496246,426.8974,16.961342,393.823883,419.325134,12.934472,385.425781,337.448578,12.739441,338.091492,381.08255,15.324693,346.173218,392.18808,16.740818,349.449402,376.176086,16.455256,390.408691,313.609161,2.547342,361.475403,380.978516,2.532178,401.851929,409.947449,-1.590268,428.452454,407.085632,-6.753524,402.042358,298.668915,-6.817521,370.317261,372.052582,-4.237347,412.342499,400.243591,-5.960579,443.968781,397.957672,-9.947905,413.379974,291.055756,-15.462641,350.551941,275.522247,-19.085478,301.040009,280.32486,-23.202957,255.997803,287.316101,-27.714861,2
563,'2023/10/23 11:07:47:279',2,593.366821,362.208893,0.000111,507.070984,404.463684,12.879642,448.794617,413.896301,17.2938,406.426422,421.97699,16.991005,392.859436,415.021057,13.207559,386.052948,331.226532,11.27182,337.91214,378.282227,15.062884,347.587433,388.461304,16.047813,354.408325,372.141998,14.217331,388.217499,305.611267,2.203351,362.933868,378.511536,4.707971,401.684448,406.574554,0.334824,429.177673,404.984924,-6.307859,398.426514,291.184113,-5.98776,371.194275,369.540833,-1.322025,412.096741,396.578461,-3.770253,443.192505,395.093719,-9.131596,408.776794,285.807098,-13.550329,350.610016,275.10907,-17.800619,303.260071,280.016693,-23.289486,261.495667,288.316956,-29.202503,2
564,'2023/10/23 11:07:47:279',2,593.366821,362.208893,0.000111,507.070984,404.463684,12.879642,448.794617,413.896301,17.2938,406.426422,421.97699,16.991005,392.859436,415.021057,13.207559,386.052948,331.226532,11.27182,337.91214,378.282227,15.062884,347.587433,388.461304,16.047813,354.408325,372.141998,14.217331,388.217499,305.611267,2.203351,362.933868,378.511536,4.707971,401.684448,406.574554,0.334824,429.177673,404.984924,-6.307859,398.426514,291.184113,-5.98776,371.194275,369.540833,-1.322025,412.096741,396.578461,-3.770253,443.192505,395.093719,-9.131596,408.776794,285.807098,-13.550329,350.610016,275.10907,-17.800619,303.260071,280.016693,-23.289486,261.495667,288.316956,-29.202503,2
565,'2023/10/23 11:07:47:303',2,593.366821,362.208893,0.000111,507.070984,404.463684,12.879642,448.794617,413.896301,17.2938,406.426422,421.97699,16.991005,392.859436,415.021057,13.207559,386.052948,331.226532,11.27182,337.91214,378.282227,15.062884,347.587433,388.461304,16.047813,354.408325,372.141998,14.217331,388.217499,305.611267,2.203351,362.933868,378.511536,4.707971,401.684448,406.574554,0.334824,429.177673,404.984924,-6.307859,398.426514,291.184113,-5.98776,371.194275,369.540833,-1.322025,412.096741,396.578461,-3.770253,443.192505,395.093719,-9.131596,408.776794,285.807098,-13.550329,350.610016,275.10907,-17.800619,303.260071,280.016693,-23.289486,261.495667,288.316956,-29.202503,2
566,'2023/10/23 11:07:47:304',2,596.899475,362.006622,0.000185,511.161987,402.656799,11.424964,451.503693,413.644531,15.186445,406.459991,421.75946,14.517652,389.493408,414.207428,10.889974,393.971069,332.380646,10.546774,340.707733,374.505829,14.150799,338.753479,381.985962,15.783579,337.778412,365.079376,14.538202,395.408081,308.585571,2.325645,363.939301,375.216522,4.215145,398.754211,405.029724,1.339303,426.571777,406.875519,-3.78547,403.46701,294.821228,-5.194286,370.929718,366.774048,-1.196748,407.843384,394.453522,-1.961925,438.16626,395.418243,-5.704231,411.732391,290.279724,-12.256386,351.830444,275.172913,-14.71322,303.094238,277.959076,-18.569363,260.260284,285.859314,-23.383614,2
567,'2023/10/23 11:07:47:326',2,596.899475,362.006622,0.000185,511.161987,402.656799,11.424964,451.503693,413.644531,15.186445,406.459991,421.75946,14.517652,389.493408,414.207428,10.889974,393.971069,332.380646,10.546774,340.707733,374.505829,14.150799,338.753479,381.985962,15.783579,337.778412,365.079376,14.538202,395.408081,308.585571,2.325645,363.939301,375.216522,4.215145,398.754211,405.029724,1.339303,426.571777,406.875519,-3.78547,403.46701,294.821228,-5.194286,370.929718,366.774048,-1.196748,407.843384,394.453522,-1.961925,438.16626,395.418243,-5.704231,411.732391,290.279724,-12.256386,351.830444,275.172913,-14.71322,303.094238,277.959076,-18.569363,260.260284,285.859314,-23.383614,2
568,'2023/10/23 11:07:47:327',2,596.899475,362.006622,0.000185,511.161987,402.656799,11.424964,451.503693,413.644531,15.186445,406.459991,421.75946,14.517652,389.493408,414.207428,10.889974,393.971069,332.380646,10.546774,340.707733,374.505829,14.150799,338.753479,381.985962,15.783579,337.778412,365.079376,14.538202,395.408081,308.585571,2.325645,363.939301,375.216522,4.215145,398.754211,405.029724,1.339303,426.571777,406.875519,-3.78547,403.46701,294.821228,-5.194286,370.929718,366.774048,-1.196748,407.843384,394.453522,-1.961925,438.16626,395.418243,-5.704231,411.732391,290.279724,-12.256386,351.830444,275.172913,-14.71322,303.094238,277.959076,-18.569363,260.260284,285.859314,-23.383614,2
569,'2023/10/23 11:07:47:348',2,596.910034,351.631561,0.000543,516.422546,394.185699,7.37889,456.918304,411.835754,8.69935,410.320099,424.260681,6.519161,392.617493,416.943604,2.238059,396.514465,327.746796,6.078181,344.040039,377.624512,7.518188,345.086151,386.57077,9.02153,344.834198,369.035278,8.732794,396.718964,303.078674,-0.326072,363.627045,373.799896,-0.52115,400.917358,408.308075,-2.68673,428.021149,411.761688,-6.577767,403.596802,288.780945,-6.432136,369.232239,364.846619,-3.679555,406.833832,395.546997,-3.136708,436.454926,396.818207,-5.755896,411.922302,283.044586,-12.452623,351.667419,266.751709,-13.508572,300.952209,269.727631,-16.118998,255.088913,278.027222,-20.244081,2
570,'2023/10/23 11:07:47:349',2,596.910034,351.631561,0.000543,516.422546,394.185699,7.37889,456.918304,411.835754,8.69935,410.320099,424.260681,6.519161,392.617493,416.943604,2.238059,396.514465,327.746796,6.078181,344.040039,377.624512,7.518188,345.086151,386.57077,9.02153,344.834198,369.035278,8.732794,396.718964,303.078674,-0.326072,363.627045,373.799896,-0.52115,400.917358,408.308075,-2.68673,428.021149,411.761688,-6.577767,403.596802,288.780945,-6.432136,369.232239,364.846619,-3.679555,406.833832,395.546997,-3.136708,436.454926,396.818207,-5.755896,411.922302,283.044586,-12.452623,351.667419,266.751709,-13.508572,300.952209,269.727631,-16.118998,255.088913,278.027222,-20.244081,2
571,'2023/10/23 11:07:47:371',2,596.910034,351.631561,0.000543,516.422546,394.185699,7.37889,456.918304,411.835754,8.69935,410.320099,424.260681,6.519161,392.617493,416.943604,2.238059,396.514465,327.746796,6.078181,344.040039,377.624512,7.518188,345.086151,386.57077,9.02153,344.834198,369.035278,8.732794,396.718964,303.078674,-0.326072,363.627045,373.799896,-0.52115,400.917358,408.308075,-2.68673,428.021149,411.761688,-6.577767,403.596802,288.780945,-6.432136,369.232239,364.846619,-3.679555,406.833832,395.546997,-3.136708,436.454926,396.818207,-5.755896,411.922302,283.044586,-12.452623,351.667419,266.751709,-13.508572,300.952209,269.727631,-16.118998,255.088913,278.027222,-20.244081,2
572,'2023/10/23 11:07:47:372',2,596.29718,354.345673,0.000344,514.390869,397.722107,6.779844,455.800262,413.992218,7.231145,412.536499,426.663422,4.343242,399.350128,420.109467,-0.612782,390.968109,324.535919,5.077664,339.97403,375.404297,6.393122,343.463043,384.545502,7.660461,345.06012,366.716736,7.069404,392.287537,297.981506,-1.34387,364.116302,372.584503,-1.030404,402.859314,408.160675,-3.033752,429.465149,411.55542,-7.008202,401.822571,283.533173,-7.614614,371.78241,364.936737,-4.672308,410.546387,396.506012,-4.350225,440.085724,397.450104,-7.29973,413.176849,278.476349,-13.901579,353.511597,266.823792,-15.360376,302.881378,270.557434,-18.418262,258.346436,278.459198,-23.009315,2
573,'2023/10/23 11:07:47:393',2,596.29718,354.345673,0.000344,514.390869,397.722107,6.779844,455.800262,413.992218,7.231145,412.536499,426.663422,4.343242,399.350128,420.109467,-0.612782,390.968109,324.535919,5.077664,339.97403,375.404297,6.393122,343.463043,384.545502,7.660461,345.06012,366.716736,7.069404,392.287537,297.981506,-1.34387,364.116302,372.584503,-1.030404,402.859314,408.160675,-3.033752,429.465149,411.55542,-7.008202,401.822571,283.533173,-7.614614,371.78241,364.936737,-4.672308,410.546387,396.506012,-4.350225,440.085724,397.450104,-7.29973,413.176849,278.476349,-13.901579,353.511597,266.823792,-15.360376,302.881378,270.557434,-18.418262,258.346436,278.459198,-23.009315,2
574,'2023/10/23 11:07:47:395',2,596.29718,354.345673,0.000344,514.390869,397.722107,6.779844,455.800262,413.992218,7.231145,412.536499,426.663422,4.343242,399.350128,420.109467,-0.612782,390.968109,324.535919,5.077664,339.97403,375.404297,6.393122,343.463043,384.545502,7.660461,345.06012,366.716736,7.069404,392.287537,297.981506,-1.34387,364.116302,372.584503,-1.030404,402.859314,408.160675,-3.033752,429.465149,411.55542,-7.008202,401.822571,283.533173,-7.614614,371.78241,364.936737,-4.672308,410.546387,396.506012,-4.350225,440.085724,397.450104,-7.29973,413.176849,278.476349,-13.901579,353.511597,266.823792,-15.360376,302.881378,270.557434,-18.418262,258.346436,278.459198,-23.009315,2
575,'2023/10/23 11:07:47:417',2,596.473999,355.26474,0.000283,518.271362,399.003571,4.70856,459.837555,414.387054,5.201047,413.969788,424.773529,2.929,397.612732,417.671143,-1.537252,398.413544,322.267426,4.347238,345.488586,372.816772,5.959925,351.248749,384.191803,6.301161,354.72699,370.698822,4.907131,397.706146,296.118408,-0.104274,364.759705,369.653595,0.33054,402.339569,405.795563,-2.372659,430.558441,412.26059,-6.456727,403.424469,283.216888,-4.306452,370.227936,360.009277,-1.340299,407.614655,391.01358,-1.741264,437.125763,394.453461,-4.741659,410.238342,280.222534,-8.526089,348.818329,270.769653,-9.382769,299.711426,275.325073,-11.586663,256.391083,283.691254,-15.012191,2
576,'2023/10/23 11:07:47:417',2,596.473999,355.26474,0.000283,518.271362,399.003571,4.70856,459.837555,414.387054,5.201047,413.969788,424.773529,2.929,397.612732,417.671143,-1.537252,398.413544,322.267426,4.347238,345.488586,372.816772,5.959925,351.248749,384.191803,6.301161,354.72699,370.698822,4.907131,397.706146,296.118408,-0.104274,364.759705,369.653595,0.33054,402.339569,405.795563,-2.372659,430.558441,412.26059,-6.456727,403.424469,283.216888,-4.306452,370.227936,360.009277,-1.340299,407.614655,391.01358,-1.741264,437.125763,394.453461,-4.741659,410.238342,280.222534,-8.526089,348.818329,270.769653,-9.382769,299.711426,275.325073,-11.586663,256.391083,283.691254,-15.012191,2
577,'2023/10/23 11:07:47:440',2,596.473999,355.26474,0.000283,518.271362,399.003571,4.70856,459.837555,414.387054,5.201047,413.969788,424.773529,2.929,397.612732,417.671143,-1.537252,398.413544,322.267426,4.347238,345.488586,372.816772,5.959925,351.248749,384.191803,6.301161,354.72699,370.698822,4.907131,397.706146,296.118408,-0.104274,364.759705,369.653595,0.33054,402.339569,405.795563,-2.372659,430.558441,412.26059,-6.456727,403.424469,283.216888,-4.306452,370.227936,360.009277,-1.340299,407.614655,391.01358,-1.741264,437.125763,394.453461,-4.741659,410.238342,280.222534,-8.526089,348.818329,270.769653,-9.382769,299.711426,275.325073,-11.586663,256.391083,283.691254,-15.012191,2
578,'2023/10/23 11:07:47:441',2,593.530029,351.52652,-0.000121,521.288208,394.252686,-2.676777,465.863434,411.882965,-5.315369,422.910034,424.585907,-8.50266,404.76416,426.814484,-13.663062,400.235291,326.450653,-3.473269,343.169342,370.335266,-2.039278,348.10321,381.554474,-2.89981,351.042145,372.043152,-4.857613,403.087128,300.892365,-3.166074,365.536835,369.053619,-2.852094,404.327423,402.024109,-7.202333,433.707825,409.16275,-12.147159,407.964478,288.235077,-2.570065,373.318573,359.848083,-0.902252,411.918884,387.791199,-4.202098,441.89563,390.368347,-8.412307,410.932037,283.891876,-2.198081,349.479858,282.889069,-1.690025,304.142609,285.538696,-4.014596,262.113159,288.317719,-7.178241,2
579,'2023/10/23 11:07:47:464',2,593.530029,351.52652,-0.000121,521.288208,394.252686,-2.676777,465.863434,411.882965,-5.315369,422.910034,424.585907,-8.50266,404.76416,426.814484,-13.663062,400.235291,326.450653,-3.473269,343.169342,370.335266,-2.039278,348.10321,381.554474,-2.89981,351.042145,372.043152,-4.857613,403.087128,300.892365,-3.166074,365.536835,369.053619,-2.852094,404.327423,402.024109,-7.202333,433.707825,409.16275,-12.147159,407.964478,288.235077,-2.570065,373.318573,359.848083,-0.902252,411.918884,387.791199,-4.202098,441.89563,390.368347,-8.412307,410.932037,283.891876,-2.198081,349.479858,282.889069,-1.690025,304.142609,285.538696,-4.014596,262.113159,288.317719,-7.178241,2
580,'2023/10/23 11:07:47:464',2,593.691284,365.90274,0.000789,516.208313,401.407776,14.948717,455.708893,413.507019,20.064146,411.004517,425.286407,19.000257,397.386963,416.699829,13.026403,389.919128,332.879425,16.564693,346.72226,385.539307,18.080721,370.129761,405.286896,17.32428,382.351288,394.806671,16.890139,395.142548,309.388641,5.728309,360.802429,383.892578,4.382654,410.107819,409.635712,-1.749738,443.955933,403.960968,-7.040472,403.235718,296.091705,-4.159789,366.550201,371.286926,-3.16183,415.801422,395.959381,-6.628191,452.860504,391.321838,-10.844074,409.042328,288.760284,-12.98934,341.622284,277.116669,-15.418197,294.523132,286.82782,-17.30488,249.568863,297.327637,-19.496138,2
581,'2023/10/23 11:07:47:487',2,593.691284,365.90274,0.000789,516.208313,401.407776,14.948717,455.708893,413.507019,20.064146,411.004517,425.286407,19.000257,397.386963,416.699829,13.026403,389.919128,332.879425,16.564693,346.72226,385.539307,18.080721,370.129761,405.286896,17.32428,382.351288,394.806671,16.890139,395.142548,309.388641,5.728309,360.802429,383.892578,4.382654,410.107819,409.635712,-1.749738,443.955933,403.960968,-7.040472,403.235718,296.091705,-4.159789,366.550201,371.286926,-3.16183,415.801422,395.959381,-6.628191,452.860504,391.321838,-10.844074,409.042328,288.760284,-12.98934,341.622284,277.116669,-15.418197,294.523132,286.82782,-17.30488,249.568863,297.327637,-19.496138,2
582,'2023/10/23 11:07:47:487',2,593.691284,365.90274,0.000789,516.208313,401.407776,14.948717,455.708893,413.507019,20.064146,411.004517,425.286407,19.000257,397.386963,416.699829,13.026403,389.919128,332.879425,16.564693,346.72226,385.539307,18.080721,370.129761,405.286896,17.32428,382.351288,394.806671,16.890139,395.142548,309.388641,5.728309,360.802429,383.892578,4.382654,410.107819,409.635712,-1.749738,443.955933,403.960968,-7.040472,403.235718,296.091705,-4.159789,366.550201,371.286926,-3.16183,415.801422,395.959381,-6.628191,452.860504,391.321838,-10.844074,409.042328,288.760284,-12.98934,341.622284,277.116669,-15.418197,294.523132,286.82782,-17.30488,249.568863,297.327637,-19.496138,2
583,'2023/10/23 11:07:47:510',2,590.624695,369.704926,0.000301,515.507324,400.706329,15.088908,457.221771,412.047913,21.210636,412.488434,420.60376,21.104753,397.70639,411.572327,15.400478,390.198242,349.257294,16.472454,348.210724,392.812164,19.265585,375.365326,410.811859,17.954622,393.364532,403.814423,16.526379,393.989655,325.177887,5.959281,359.760834,382.467468,6.291428,407.226654,398.113251,-0.708951,442.100128,392.32959,-6.93453,401.207123,309.292694,-3.322034,368.009064,367.670654,-0.96887,417.731812,384.584503,-4.887916,456.604828,380.313049,-9.421511,406.8125,298.609985,-11.538019,342.917145,283.9711,-14.622302,293.248322,294.382385,-16.537666,245.667603,308.961945,-18.168095,2
584,'2023/10/23 11:07:47:511',2,590.624695,369.704926,0.000301,515.507324,400.706329,15.088908,457.221771,412.047913,21.210636,412.488434,420.60376,21.104753,397.70639,411.572327,15.400478,390.198242,349.257294,16.472454,348.210724,392.812164,19.265585,375.365326,410.811859,17.954622,393.364532,403.814423,16.526379,393.989655,325.177887,5.959281,359.760834,382.467468,6.291428,407.226654,398.113251,-0.708951,442.100128,392.32959,-6.93453,401.207123,309.292694,-3.322034,368.009064,367.670654,-0.96887,417.731812,384.584503,-4.887916,456.604828,380.313049,-9.421511,406.8125,298.609985,-11.538019,342.917145,283.9711,-14.622302,293.248322,294.382385,-16.537666,245.667603,308.961945,-18.168095,2
585,'2023/10/23 11:07:47:534',2,590.624695,369.704926,0.000301,515.507324,400.706329,15.088908,457.221771,412.047913,21.210636,412.488434,420.60376,21.104753,397.70639,411.572327,15.400478,390.198242,349.257294,16.472454,348.210724,392.812164,19.265585,375.365326,410.811859,17.954622,393.364532,403.814423,16.526379,393.989655,325.177887,5.959281,359.760834,382.467468,6.291428,407.226654,398.113251,-0.708951,442.100128,392.32959,-6.93453,401.207123,309.292694,-3.322034,368.009064,367.670654,-0.96887,417.731812,384.584503,-4.887916,456.604828,380.313049,-9.421511,406.8125,298.609985,-11.538019,342.917145,283.9711,-14.622302,293.248322,294.382385,-16.537666,245.667603,308.961945,-18.168095,2
586,'2023/10/23 11:07:47:534',2,587.693054,367.151154,-0.000228,516.713562,399.948029,9.723509,459.416351,415.164398,13.93185,415.930481,425.429413,13.74036,402.989655,414.314178,8.536999,393.466217,353.771454,12.404222,350.21228,392.45636,16.967035,372.327942,406.618042,15.32605,386.343719,399.864532,12.620913,397.735168,328.60495,5.495596,364.454224,379.86676,7.543489,408.688843,393.730743,-0.408114,441.619629,391.756378,-7.911743,403.078918,311.982544,-0.15443,372.348419,366.528442,2.422903,419.377197,380.390656,-3.483615,456.626801,378.365814,-9.330237,404.98877,300.302826,-4.892715,345.079803,291.369141,-6.353697,298.596436,301.222961,-7.283256,252.82579,316.375092,-8.249756,2
587,'2023/10/23 11:07:47:556',2,587.693054,367.151154,-0.000228,516.713562,399.948029,9.723509,459.416351,415.164398,13.93185,415.930481,425.429413,13.74036,402.989655,414.314178,8.536999,393.466217,353.771454,12.404222,350.21228,392.45636,16.967035,372.327942,406.618042,15.32605,386.343719,399.864532,12.620913,397.735168,328.60495,5.495596,364.454224,379.86676,7.543489,408.688843,393.730743,-0.408114,441.619629,391.756378,-7.911743,403.078918,311.982544,-0.15443,372.348419,366.528442,2.422903,419.377197,380.390656,-3.483615,456.626801,378.365814,-9.330237,404.98877,300.302826,-4.892715,345.079803,291.369141,-6.353697,298.596436,301.222961,-7.283256,252.82579,316.375092,-8.249756,2
588,'2023/10/23 11:07:47:557',2,587.693054,367.151154,-0.000228,516.713562,399.948029,9.723509,459.416351,415.164398,13.93185,415.930481,425.429413,13.74036,402.989655,414.314178,8.536999,393.466217,353.771454,12.404222,350.21228,392.45636,16.967035,372.327942,406.618042,15.32605,386.343719,399.864532,12.620913,397.735168,328.60495,5.495596,364.454224,379.86676,7.543489,408.688843,393.730743,-0.408114,441.619629,391.756378,-7.911743,403.078918,311.982544,-0.15443,372.348419,366.528442,2.422903,419.377197,380.390656,-3.483615,456.626801,378.365814,-9.330237,404.98877,300.302826,-4.892715,345.079803,291.369141,-6.353697,298.596436,301.222961,-7.283256,252.82579,316.375092,-8.249756,2
